product_name,norm_name,source,deal_count,created_at
"Fresh Durva Grass for Puja  20gm","fresh durva grass for puja  20gm","inactive",1,"2026-04-17 10:01:12"
"Fresh Farm Eggs (Eier) (Choose your Quantity)","fresh farm eggs (eier) (choose your quantity)","inactive",1,"2026-04-17 10:01:12"
"Fresh Farm Eggs (Eier) - 1pc (Only Berlin Delivery)","fresh farm eggs (eier) - 1pc (only berlin delivery)","inactive",1,"2026-04-17 10:01:12"
"Fresh Gajar Halwa 400gm","fresh gajar halwa 400gm","inactive",1,"2026-04-17 10:01:12"
"Fresh Garlic / Knoblauch 500gm","fresh garlic / knoblauch 500gm","inactive",1,"2026-04-17 10:01:12"
"Fresh Garlic 250gm","fresh garlic 250gm","inactive",1,"2026-04-17 10:01:12"
"Fresh Garlic 450-500g","fresh garlic 450-500g","inactive",1,"2026-04-17 10:01:12"
"Fresh Gavaar","fresh gavaar","inactive",1,"2026-04-17 10:01:12"
"Fresh Ginger - 150-200g","fresh ginger - 150-200g","inactive",1,"2026-04-17 10:01:12"
"Fresh Ginger - 200-250g","fresh ginger - 200-250g","inactive",1,"2026-04-17 10:01:12"
"Fresh Ginger / Ingwer 250gm","fresh ginger / ingwer 250gm","inactive",1,"2026-04-17 10:01:12"
"Fresh Ginger / Ingwer 500gm","fresh ginger / ingwer 500gm","inactive",1,"2026-04-17 10:01:12"
"Fresh Ginger 250gm","fresh ginger 250gm","inactive",1,"2026-04-17 10:01:12"
"FRESH GRATED COCONUT (1Pc ~ 180g – 200g)","fresh grated coconut (1pc ~ 180g – 200g)","inactive",1,"2026-04-17 10:01:12"
"Fresh Green Plantain (Unripe) 1kg","fresh green plantain (unripe) 1kg","inactive",1,"2026-04-17 10:01:12"
"Fresh Green Raw Mango (Kacchi keri)","fresh green raw mango (kacchi keri)","inactive",1,"2026-04-17 10:01:12"
"Fresh Green Thai Brinjal","fresh green thai brinjal","inactive",1,"2026-04-17 10:01:12"
"Fresh Guava or Amrud (Yellow or Green skin) 230- 250gm","fresh guava or amrud (yellow or green skin) 230- 250gm","inactive",1,"2026-04-17 10:01:12"
"Fresh Guava or Amrud (Yellow or Green skin) 450 - 500gm","fresh guava or amrud (yellow or green skin) 450 - 500gm","inactive",1,"2026-04-17 10:01:12"
"Fresh Gujiya or Karanji (Big Size) 2pcs Or 250gm","fresh gujiya or karanji (big size) 2pcs or 250gm","inactive",1,"2026-04-17 10:01:12"
"Fresh Gujiya or Karanji (Big Size) 4pcs Or 500gm","fresh gujiya or karanji (big size) 4pcs or 500gm","inactive",1,"2026-04-17 10:01:12"
"Fresh Haldi / Turmeric / Kurkuma - 170-200g","fresh haldi / turmeric / kurkuma - 170-200g","inactive",1,"2026-04-17 10:01:12"
"Fresh Haldi / Turmeric / Kurkuma - 220-250g","fresh haldi / turmeric / kurkuma - 220-250g","inactive",1,"2026-04-17 10:01:12"
"Fresh Haldi / Turmeric 250gm","fresh haldi / turmeric 250gm","inactive",1,"2026-04-17 10:01:12"
"Fresh Haldi / Turmeric 500gm","fresh haldi / turmeric 500gm","inactive",1,"2026-04-17 10:01:12"
"Fresh Handmade Chicken Samosas - 2 pieces (Only Berlin Delivery)","fresh handmade chicken samosas - 2 pieces (only berlin delivery)","inactive",1,"2026-04-17 10:01:12"
"Fresh Handmade Homely Aloo Samosas - 12 pieces (Only Berlin Delivery)","fresh handmade homely aloo samosas - 12 pieces (only berlin delivery)","inactive",1,"2026-04-17 10:01:12"
"Fresh Handmade Homely Aloo Samosas - 2 pieces (Only Berlin Delivery)","fresh handmade homely aloo samosas - 2 pieces (only berlin delivery)","inactive",1,"2026-04-17 10:01:12"
"Fresh Handmade Homely Aloo Samosas - 20 pieces (Only Berlin Delivery)","fresh handmade homely aloo samosas - 20 pieces (only berlin delivery)","inactive",1,"2026-04-17 10:01:12"
"Fresh Handmade Homely Aloo Samosas - 4 pieces (Only Berlin Delivery)","fresh handmade homely aloo samosas - 4 pieces (only berlin delivery)","inactive",1,"2026-04-17 10:01:12"
"Fresh Handmade Homely Aloo Samosas - 8 pieces (Only Berlin Delivery)","fresh handmade homely aloo samosas - 8 pieces (only berlin delivery)","inactive",1,"2026-04-17 10:01:12"
"Fresh Handmade Homely Chicken Samosas - 4 pieces (Only Berlin Delivery)","fresh handmade homely chicken samosas - 4 pieces (only berlin delivery)","inactive",1,"2026-04-17 10:01:12"
"Fresh Handmade Homely Chicken Samosas - 8 pieces (Only Berlin Delivery)","fresh handmade homely chicken samosas - 8 pieces (only berlin delivery)","inactive",1,"2026-04-17 10:01:12"
"Fresh Handmade Homely Lamb Keema Samosas - 4 pieces (Only Berlin Delivery)","fresh handmade homely lamb keema samosas - 4 pieces (only berlin delivery)","inactive",1,"2026-04-17 10:01:12"
"Fresh Handmade Homely Lamb Keema Samosas - 8 pieces (Only Berlin Delivery)","fresh handmade homely lamb keema samosas - 8 pieces (only berlin delivery)","inactive",1,"2026-04-17 10:01:12"
"Fresh Handmade Homely Paneer Cheese Samosas - 4 pieces (Only Berlin Delivery)","fresh handmade homely paneer cheese samosas - 4 pieces (only berlin delivery)","inactive",1,"2026-04-17 10:01:12"
"Fresh Handmade Homely Paneer Cheese Samosas - 8 pieces (Only Berlin Delivery)","fresh handmade homely paneer cheese samosas - 8 pieces (only berlin delivery)","inactive",1,"2026-04-17 10:01:12"
"Fresh Handmade Lamb Keema Samosas - 2 pieces (Only Berlin Delivery)","fresh handmade lamb keema samosas - 2 pieces (only berlin delivery)","inactive",1,"2026-04-17 10:01:12"
"Fresh Handmade Paneer Cheese Samosas - 2 pieces (Only Berlin Delivery)","fresh handmade paneer cheese samosas - 2 pieces (only berlin delivery)","inactive",1,"2026-04-17 10:01:12"
"Fresh Hot Habanero Chilli 100gm","fresh hot habanero chilli 100gm","inactive",1,"2026-04-17 10:01:12"
"Fresh Indian Green Chillies - 100g","fresh indian green chillies - 100g","inactive",1,"2026-04-17 10:01:12"
"Fresh Indian Green Chillies - 200g","fresh indian green chillies - 200g","inactive",1,"2026-04-17 10:01:12"
"Fresh Indian Green Chillies - 300g","fresh indian green chillies - 300g","inactive",1,"2026-04-17 10:01:12"
"Fresh Indian Guwar Phali/Cluster Beans - 1Kg","fresh indian guwar phali/cluster beans - 1kg","inactive",1,"2026-04-17 10:01:12"
"Fresh Indian Guwar Phali/Cluster Beans - 250g","fresh indian guwar phali/cluster beans - 250g","inactive",1,"2026-04-17 10:01:12"
"Fresh Indian Guwar Phali/Cluster Beans - 500g","fresh indian guwar phali/cluster beans - 500g","inactive",1,"2026-04-17 10:01:12"
"Fresh Indian Red carrot / Gajar","fresh indian red carrot / gajar","inactive",1,"2026-04-17 10:01:12"
"Fresh Indian Red Carrots Gajar 480-500gm","fresh indian red carrots gajar 480-500gm","inactive",1,"2026-04-17 10:01:12"
"Fresh Indian Red Carrots Gajar 950gm - 1kg","fresh indian red carrots gajar 950gm - 1kg","inactive",1,"2026-04-17 10:01:12"
"Fresh Indian Shallots / Pyaaj - 200g","fresh indian shallots / pyaaj - 200g","inactive",1,"2026-04-17 10:01:12"
"Fresh Indian Shallots / Pyaaj - 500g","fresh indian shallots / pyaaj - 500g","inactive",1,"2026-04-17 10:01:12"
"Fresh Jalebi 400gm","fresh jalebi 400gm","inactive",1,"2026-04-17 10:01:12"
"Fresh Jimikand (Suran) /Elephant Yam 400-600gm","fresh jimikand (suran) /elephant yam 400-600gm","inactive",1,"2026-04-17 10:01:12"
"Fresh Khasta Dal Kachori 4pc","fresh khasta dal kachori 4pc","inactive",1,"2026-04-17 10:01:12"
"Fresh Khoya Barfi 400gm","fresh khoya barfi 400gm","inactive",1,"2026-04-17 10:01:12"
"Fresh Khoya or Mawa (frozen) 250gm","fresh khoya or mawa (frozen) 250gm","inactive",1,"2026-04-17 10:01:12"
"Fresh Khoya Peda 400gm","fresh khoya peda 400gm","inactive",1,"2026-04-17 10:01:12"
"Fresh Ladoo 400gm","fresh ladoo 400gm","inactive",1,"2026-04-17 10:01:12"
"Fresh Lemongrass 1kg","fresh lemongrass 1kg","inactive",1,"2026-04-17 10:01:12"
"Fresh Lemongrass 200gm","fresh lemongrass 200gm","inactive",1,"2026-04-17 10:01:12"
"Fresh Lime - 4 pcs","fresh lime - 4 pcs","inactive",1,"2026-04-17 10:01:12"
"Fresh Mango Drink with Basil Seeds 290ml","fresh mango drink with basil seeds 290ml","inactive",1,"2026-04-17 10:01:12"
"Fresh Matri or Namak Para 400gm","fresh matri or namak para 400gm","inactive",1,"2026-04-17 10:01:12"
"Fresh Mattar / Green Peas","fresh mattar / green peas","inactive",1,"2026-04-17 10:01:12"
"Fresh Methi 1 Bundle","fresh methi 1 bundle","inactive",1,"2026-04-17 10:01:12"
"Fresh Methi Combo 3 x 1 Bundle","fresh methi combo 3 x 1 bundle","inactive",1,"2026-04-17 10:01:12"
"Fresh Methi Leaves - 150g","fresh methi leaves - 150g","inactive",1,"2026-04-17 10:01:12"
"Fresh Milk Cake or Kalakand 400gm","fresh milk cake or kalakand 400gm","inactive",1,"2026-04-17 10:01:12"
"Fresh Mithai / Sweets Ladoo - 400g","fresh mithai / sweets ladoo - 400g","inactive",1,"2026-04-17 10:01:12"
"Fresh Okra 250gm","fresh okra 250gm","inactive",1,"2026-04-17 10:01:12"
"Fresh Okra 500gm","fresh okra 500gm","inactive",1,"2026-04-17 10:01:12"
"Fresh Okra | Best Quality fresh okra | Bhindi","fresh okra | best quality fresh okra | bhindi","inactive",1,"2026-04-17 10:01:12"
"Fresh Okra | Bhindi | Ladies Finger 250g","fresh okra | bhindi | ladies finger 250g","inactive",1,"2026-04-17 10:01:12"
"Fresh Paneer","fresh paneer","inactive",1,"2026-04-17 10:01:12"
"Fresh Paneer- NVF - 300-400g","fresh paneer- nvf - 300-400g","inactive",1,"2026-04-17 10:01:12"
"Fresh Paneer- NVF - 600-800g","fresh paneer- nvf - 600-800g","inactive",1,"2026-04-17 10:01:12"
"Fresh Paneer- NVF - 900-1000g","fresh paneer- nvf - 900-1000g","inactive",1,"2026-04-17 10:01:12"
"Fresh Papdi","fresh papdi","inactive",1,"2026-04-17 10:01:12"
"Fresh Parval","fresh parval","inactive",1,"2026-04-17 10:01:12"
"Fresh Parval 230-260gm","fresh parval 230-260gm","inactive",1,"2026-04-17 10:01:12"
"Fresh Parval 470-500gm","fresh parval 470-500gm","inactive",1,"2026-04-17 10:01:12"
"Fresh Peanuts","fresh peanuts","inactive",1,"2026-04-17 10:01:12"
"Fresh Plantain or Raw Green Banana  600-700gm","fresh plantain or raw green banana  600-700gm","inactive",1,"2026-04-17 10:01:12"
"Fresh Plantain or Raw Green Banana 400-450gm","fresh plantain or raw green banana 400-450gm","inactive",1,"2026-04-17 10:01:12"
"Fresh Plantain Stem | Banana Stem | Vazhaithandu - 1 Piece (700g - 750g)","fresh plantain stem | banana stem | vazhaithandu - 1 piece (700g - 750g)","inactive",1,"2026-04-17 10:01:12"
"Fresh Plantain Stem | Banana Stem | Vazhaithandu - 1 Piece (790g - 880g)","fresh plantain stem | banana stem | vazhaithandu - 1 piece (790g - 880g)","inactive",1,"2026-04-17 10:01:12"
"Fresh Pomegranate Juice 290ml","fresh pomegranate juice 290ml","inactive",1,"2026-04-17 10:01:12"
"Fresh Purple Brinjal","fresh purple brinjal","inactive",1,"2026-04-17 10:01:12"
"FRESH PURPLE YAM (Rasavalli) – (450g – 500g)","fresh purple yam (rasavalli) – (450g – 500g)","inactive",1,"2026-04-17 10:01:12"
"Fresh Rasgulla 400gm","fresh rasgulla 400gm","inactive",1,"2026-04-17 10:01:12"
"Fresh Raw Green Mango - 1Kg - 1.2Kgs","fresh raw green mango - 1kg - 1.2kgs","inactive",1,"2026-04-17 10:01:12"
"Fresh Raw Green Mango - 500-600g","fresh raw green mango - 500-600g","inactive",1,"2026-04-17 10:01:12"
"Fresh Raw Green Papaya - 600g - 900g","fresh raw green papaya - 600g - 900g","inactive",1,"2026-04-17 10:01:12"
"Fresh Red Big Onions 1kg","fresh red big onions 1kg","inactive",1,"2026-04-17 10:01:12"
"Fresh Red Big Onions 500gm","fresh red big onions 500gm","inactive",1,"2026-04-17 10:01:12"
"Fresh Red Chillies - 100g","fresh red chillies - 100g","inactive",1,"2026-04-17 10:01:12"
"Fresh Red Chillies - 200g","fresh red chillies - 200g","inactive",1,"2026-04-17 10:01:12"
"Fresh Red Spinach- 1 bundle","fresh red spinach- 1 bundle","inactive",1,"2026-04-17 10:01:12"
"Fresh Ripe Mangoes (Brazil)-1kg","fresh ripe mangoes (brazil)-1kg","inactive",1,"2026-04-17 10:01:12"
"Fresh ShakarPara 400gm","fresh shakarpara 400gm","inactive",1,"2026-04-17 10:01:12"
"Fresh Shallots or Small Red Onions 250gm","fresh shallots or small red onions 250gm","inactive",1,"2026-04-17 10:01:12"
"Fresh Shallots or Small Red Onions 500gm","fresh shallots or small red onions 500gm","inactive",1,"2026-04-17 10:01:12"
"Fresh Small Red Onion","fresh small red onion","inactive",1,"2026-04-17 10:01:12"
"Fresh Small Red Onions / Shallots - 250g","fresh small red onions / shallots - 250g","inactive",1,"2026-04-17 10:01:12"
"Fresh Small Red Onions / Shallots - 500g","fresh small red onions / shallots - 500g","inactive",1,"2026-04-17 10:01:12"
"Fresh Sugarcane 450-590gm","fresh sugarcane 450-590gm","inactive",1,"2026-04-17 10:01:12"
"Fresh Sugarcane-250g","fresh sugarcane-250g","inactive",1,"2026-04-17 10:01:12"
"Fresh Sweet Potato - 1Kg","fresh sweet potato - 1kg","inactive",1,"2026-04-17 10:01:12"
"Fresh Sweet Potato - 351 - 450g","fresh sweet potato - 351 - 450g","inactive",1,"2026-04-17 10:01:12"
"Fresh Sweet Potato - 451-550g","fresh sweet potato - 451-550g","inactive",1,"2026-04-17 10:01:12"
"Fresh Sweet Tamarind or Imli 450gm","fresh sweet tamarind or imli 450gm","inactive",1,"2026-04-17 10:01:12"
"Fresh Taro 1kg","fresh taro 1kg","inactive",1,"2026-04-17 10:01:12"
"Fresh Thai Banana","fresh thai banana","inactive",1,"2026-04-17 10:01:12"
"Fresh Thai Red Chilli","fresh thai red chilli","inactive",1,"2026-04-17 10:01:12"
"Fresh Tinde","fresh tinde","inactive",1,"2026-04-17 10:01:12"
"Fresh Tindi / Ivy Gourd 250gm (Only Berlin Delivery)","fresh tindi / ivy gourd 250gm (only berlin delivery)","inactive",1,"2026-04-17 10:01:12"
"Fresh Tindori or Kundru Ivy Gourd 250gm","fresh tindori or kundru ivy gourd 250gm","inactive",1,"2026-04-17 10:01:12"
"Fresh Tindori or Kundru Ivy Gourd 500gm","fresh tindori or kundru ivy gourd 500gm","inactive",1,"2026-04-17 10:01:12"
"Fresh Turiya","fresh turiya","inactive",1,"2026-04-17 10:01:12"
"Fresh Valor Papdi  - Broad beans - Sem Phali - 250gm","fresh valor papdi  - broad beans - sem phali - 250gm","inactive",1,"2026-04-17 10:01:12"
"Fresh Valor Papdi  - Broad beans - Sem Phali - 500gm","fresh valor papdi  - broad beans - sem phali - 500gm","inactive",1,"2026-04-17 10:01:12"
"Fresh Vellarikka (Tamil Cucumber) - 400-500g aprx.","fresh vellarikka (tamil cucumber) - 400-500g aprx.","inactive",1,"2026-04-17 10:01:12"
"Fresh Vellarikka (Tamil Cucumber) - 900g- 1Kg aprx.","fresh vellarikka (tamil cucumber) - 900g- 1kg aprx.","inactive",1,"2026-04-17 10:01:12"
"Fresh White Garden eggs","fresh white garden eggs","inactive",1,"2026-04-17 10:01:12"
"Fresh White Onions 1kg","fresh white onions 1kg","inactive",1,"2026-04-17 10:01:12"
"Fresh White Sweet Potato - 1Kg","fresh white sweet potato - 1kg","inactive",1,"2026-04-17 10:01:12"
"Fresh White Sweet Potato - 450-500g","fresh white sweet potato - 450-500g","inactive",1,"2026-04-17 10:01:12"
"Frooti Mango Drink (200ml)","frooti mango drink (200ml)","inactive",1,"2026-04-17 10:01:12"
"Frooti Mango Drink (Bundle of 5 x 200ml) - 1L","frooti mango drink (bundle of 5 x 200ml) - 1l","inactive",1,"2026-04-17 10:01:12"
"Frooti Mango Drink 200ml","frooti mango drink 200ml","inactive",1,"2026-04-17 10:01:12"
"Frooti Mango Drink 300ml","frooti mango drink 300ml","inactive",1,"2026-04-17 10:01:12"
"Frooti Mango Drink 600ml","frooti mango drink 600ml","inactive",1,"2026-04-17 10:01:12"
"FROOTI MANGO DRINK – 1L","frooti mango drink – 1l","inactive",1,"2026-04-17 10:01:12"
"Frozen Afroase Cassava Leaves 500gm - Only Berlin Delivery","frozen afroase cassava leaves 500gm - only berlin delivery","inactive",1,"2026-04-17 10:01:12"
"Frozen All Groo Gun Mandu Dumpling - Seafood 540gm (Only Berlin Delivery)","frozen all groo gun mandu dumpling - seafood 540gm (only berlin delivery)","inactive",1,"2026-04-17 10:01:12"
"Frozen All Groo Gyoza Mandu - Classic Chicken (Savoury) 500gm (Only Berlin Delivery)","frozen all groo gyoza mandu - classic chicken (savoury) 500gm (only berlin delivery)","inactive",1,"2026-04-17 10:01:12"
"Frozen All Groo Gyoza Mandu - K-BBQ Chicken (Sweet) 500gm (Only Berlin Delivery)","frozen all groo gyoza mandu - k-bbq chicken (sweet) 500gm (only berlin delivery)","inactive",1,"2026-04-17 10:01:12"
"Frozen All Groo Mandu Skin 150gm - Only Berlin Delivery","frozen all groo mandu skin 150gm - only berlin delivery","inactive",1,"2026-04-17 10:01:12"
"Frozen All Groo Pancakes - Kimchi 260gm (Only Berlin Delivery)","frozen all groo pancakes - kimchi 260gm (only berlin delivery)","inactive",1,"2026-04-17 10:01:12"
"Frozen All Groo Pancakes - Seafood 260gm (Only Berlin Delivery)","frozen all groo pancakes - seafood 260gm (only berlin delivery)","inactive",1,"2026-04-17 10:01:12"
"Frozen All Groo Rice Topokki 400gm - Only Berlin Delivery","frozen all groo rice topokki 400gm - only berlin delivery","inactive",1,"2026-04-17 10:01:12"
"Frozen All Groo Son Mandu Dumpling - Kimchi 540gm (Only Berlin Delivery)","frozen all groo son mandu dumpling - kimchi 540gm (only berlin delivery)","inactive",1,"2026-04-17 10:01:12"
"Frozen Annam Grated Coconut 500gm - Only Berlin Delivery","frozen annam grated coconut 500gm - only berlin delivery","inactive",1,"2026-04-17 10:01:12"
"Frozen Annam Malabar Parotta -10 Pcs (Deliver only Berlin)","frozen annam malabar parotta -10 pcs (deliver only berlin)","inactive",1,"2026-04-17 10:01:12"
"Frozen Annam Malabar Parotta -20 Pcs (Deliver only Berlin)","frozen annam malabar parotta -20 pcs (deliver only berlin)","inactive",1,"2026-04-17 10:01:12"
"Frozen Annam Malabar Parotta -6Pcs (Deliver only Berlin)","frozen annam malabar parotta -6pcs (deliver only berlin)","inactive",1,"2026-04-17 10:01:12"
"Frozen Annam Parotta -5 Pcs (Deliver only Berlin)","frozen annam parotta -5 pcs (deliver only berlin)","inactive",1,"2026-04-17 10:01:12"
"Frozen Asba Meats Lamb Tripe Cut 1kg - Only Berlin Delivery","frozen asba meats lamb tripe cut 1kg - only berlin delivery","inactive",1,"2026-04-17 10:01:12"
"Frozen Ashoka Bhatura (5 pcs) 325gm - Only Berlin Delivery","frozen ashoka bhatura (5 pcs) 325gm - only berlin delivery","inactive",1,"2026-04-17 10:01:12"
"Frozen Ashoka Curry Leaves 100gm - Only Berlin Delivery","frozen ashoka curry leaves 100gm - only berlin delivery","inactive",1,"2026-04-17 10:01:12"
"Frozen Ashoka Farm Fresh Amla (Sliced) 310gm - Only Berlin Delivery","frozen ashoka farm fresh amla (sliced) 310gm - only berlin delivery","inactive",1,"2026-04-17 10:01:12"
"Frozen Ashoka Farm Fresh Dudhi (Cut) 310gm - Only Berlin Delivery","frozen ashoka farm fresh dudhi (cut) 310gm - only berlin delivery","inactive",1,"2026-04-17 10:01:12"
"Frozen Ashoka Farm Fresh Punjabi Tinda (Cut) 310gm - Only Berlin Delivery","frozen ashoka farm fresh punjabi tinda (cut) 310gm - only berlin delivery","inactive",1,"2026-04-17 10:01:12"
"Frozen Ashoka Green Peas 310gm - Only Berlin Delivery","frozen ashoka green peas 310gm - only berlin delivery","inactive",1,"2026-04-17 10:01:12"
"Frozen Ashoka Jumbo Aloo Tikki (12pcs) 920gm - Only Berlin Delivery","frozen ashoka jumbo aloo tikki (12pcs) 920gm - only berlin delivery","inactive",1,"2026-04-17 10:01:12"
"Frozen Ashoka Patra Leaves 310gm - Only Berlin Delivery","frozen ashoka patra leaves 310gm - only berlin delivery","inactive",1,"2026-04-17 10:01:12"
"Frozen Ashoka Phulka Roti (24 pcs) 624gm - Only Berlin Delivery","frozen ashoka phulka roti (24 pcs) 624gm - only berlin delivery","inactive",1,"2026-04-17 10:01:12"
"Frozen Asian Choice Lemongrass 250gm - Only Berlin Delivery","frozen asian choice lemongrass 250gm - only berlin delivery","inactive",1,"2026-04-17 10:01:12"
"Frozen Asian Choice Lime Leaf 100gm - Only Berlin Delivery","frozen asian choice lime leaf 100gm - only berlin delivery","inactive",1,"2026-04-17 10:01:12"
"Frozen Asian Choice Salmon Fillet 500gm - Only Berlin Delivery","frozen asian choice salmon fillet 500gm - only berlin delivery","inactive",1,"2026-04-17 10:01:12"
"Frozen Asian Choice Tom Yum Set 114gm - Only Berlin Delivery","frozen asian choice tom yum set 114gm - only berlin delivery","inactive",1,"2026-04-17 10:01:12"
"Frozen Bibigo Gyoza - Chicken Breast & 5 Vegetable 600gm (Only Berlin Delivery)","frozen bibigo gyoza - chicken breast & 5 vegetable 600gm (only berlin delivery)","inactive",1,"2026-04-17 10:01:12"
"Frozen Bibigo Gyoza - Tofu & Vegetable (Vegan) 600gm","frozen bibigo gyoza - tofu & vegetable (vegan) 600gm","inactive",1,"2026-04-17 10:01:12"
"Frozen Bibigo Gyoza Dumpling - Beef Bulgogi 600gm (Only Berlin Delivery)","frozen bibigo gyoza dumpling - beef bulgogi 600gm (only berlin delivery)","inactive",1,"2026-04-17 10:01:12"
"Frozen Bibigo Gyoza Mandu - Kimchi Flavoured Dumplings (Vegan) 350gm (Only Berlin Delivery)","frozen bibigo gyoza mandu - kimchi flavoured dumplings (vegan) 350gm (only berlin delivery)","inactive",1,"2026-04-17 10:01:12"
"Frozen Bibigo Gyoza Mandu Dumplings - Kimchi & Chicken 600gm (Only Berlin Delivery)","frozen bibigo gyoza mandu dumplings - kimchi & chicken 600gm (only berlin delivery)","inactive",1,"2026-04-17 10:01:12"
"Frozen Bibigo Korean Style Chicken Skewers - Soy & Garlic Sauce 180gm","frozen bibigo korean style chicken skewers - soy & garlic sauce 180gm","inactive",1,"2026-04-17 10:01:12"
"Frozen Bibigo Korean Style Chicken Skewers - Sweet & Spicy Sauce 180gm","frozen bibigo korean style chicken skewers - sweet & spicy sauce 180gm","inactive",1,"2026-04-17 10:01:12"
"Frozen Bibigo Korean Style Corn Dog (Vegan) 240gm (Only Berlin Delivery)","frozen bibigo korean style corn dog (vegan) 240gm (only berlin delivery)","inactive",1,"2026-04-17 10:01:12"
"Frozen Bibigo Korean Style Crunchy Glazed Chicken Sobaba - Soy & Honey 250gm (Only Berlin Delivery)","frozen bibigo korean style crunchy glazed chicken sobaba - soy & honey 250gm (only berlin delivery)","inactive",1,"2026-04-17 10:01:12"
"Frozen Bibigo Korean Style Fried Chicken - Original 350gm (Only Berlin Delivery)","frozen bibigo korean style fried chicken - original 350gm (only berlin delivery)","inactive",1,"2026-04-17 10:01:12"
"Frozen Bibigo Korean Style Fried Rice - BBQ Chicken 450gm","frozen bibigo korean style fried rice - bbq chicken 450gm","inactive",1,"2026-04-17 10:01:12"
"Frozen Bibigo Korean Style Fried Rice - Kimchi & Chicken 450gm","frozen bibigo korean style fried rice - kimchi & chicken 450gm","inactive",1,"2026-04-17 10:01:12"
"Frozen Bibigo Mandu - Chive & Vegetable (Vegan) 350gm (Only Berlin Delivery)","frozen bibigo mandu - chive & vegetable (vegan) 350gm (only berlin delivery)","inactive",1,"2026-04-17 10:01:12"
"Frozen Bibigo Mandu Dumplings - Korean BBQ (Beef) 525gm (Only Berlin Delivery)","frozen bibigo mandu dumplings - korean bbq (beef) 525gm (only berlin delivery)","inactive",1,"2026-04-17 10:01:12"
"Frozen Bibigo Rice Balls - Bulgogi Flavoured 500gm (Only Berlin Delivery)","frozen bibigo rice balls - bulgogi flavoured 500gm (only berlin delivery)","inactive",1,"2026-04-17 10:01:12"
"Frozen Bibigo Spring Roll - Kimchi (10pcs) 227gm (Only Berlin Delivery)","frozen bibigo spring roll - kimchi (10pcs) 227gm (only berlin delivery)","inactive",1,"2026-04-17 10:01:12"
"Frozen Bibigo Spring Roll - Shrimp (10pcs) 250gm (Only Berlin Delivery)","frozen bibigo spring roll - shrimp (10pcs) 250gm (only berlin delivery)","inactive",1,"2026-04-17 10:01:12"
"Frozen Bibigo Spring Roll - Vegetable (10pcs) 227gm (Only Berlin Delivery)","frozen bibigo spring roll - vegetable (10pcs) 227gm (only berlin delivery)","inactive",1,"2026-04-17 10:01:12"
"Frozen Bibigo Steamed Dumpling - Chicken & Coriander 560gm (Only Berlin Delivery)","frozen bibigo steamed dumpling - chicken & coriander 560gm (only berlin delivery)","inactive",1,"2026-04-17 10:01:12"
"Frozen Bibigo Vegan Steamed Dumplings - Japchae 168gm (Only Berlin Delivery)","frozen bibigo vegan steamed dumplings - japchae 168gm (only berlin delivery)","inactive",1,"2026-04-17 10:01:12"
"Frozen Bibigo Vegan Steamed Dumplings - Kimchi 168gm (Only Berlin Delivery)","frozen bibigo vegan steamed dumplings - kimchi 168gm (only berlin delivery)","inactive",1,"2026-04-17 10:01:12"
"Frozen Binggrae Melona - Mango Ice Bar (8pcs) 560ml - Only Berlin Delivery","frozen binggrae melona - mango ice bar (8pcs) 560ml - only berlin delivery","inactive",1,"2026-04-17 10:01:12"
"Frozen Bonemer Blue Swimming Crab (U11-15) 1kg - Only Berlin Delivery","frozen bonemer blue swimming crab (u11-15) 1kg - only berlin delivery","inactive",1,"2026-04-17 10:01:12"
"Frozen Cock Tom Yum Mixed 114gm - Only Berlin Delivery","frozen cock tom yum mixed 114gm - only berlin delivery","inactive",1,"2026-04-17 10:01:12"
"Frozen Crown Gobi Paratha (4pcs) 400gm - Only Berlin Delivery","frozen crown gobi paratha (4pcs) 400gm - only berlin delivery","inactive",1,"2026-04-17 10:01:12"
"Frozen Crown Methi Leaves 340gm - Only Berlin Delivery","frozen crown methi leaves 340gm - only berlin delivery","inactive",1,"2026-04-17 10:01:12"
"Frozen Crown Okra (Whole) 340gm - Only Berlin Delivery","frozen crown okra (whole) 340gm - only berlin delivery","inactive",1,"2026-04-17 10:01:12"
"Frozen Crown Paneer Spring Rolls 20Pc (Deliver in Berlin)","frozen crown paneer spring rolls 20pc (deliver in berlin)","inactive",1,"2026-04-17 10:01:12"
"Frozen Crown Plain Paratha Family Pack (20pcs) 1600gm - Only Berlin Delivery","frozen crown plain paratha family pack (20pcs) 1600gm - only berlin delivery","inactive",1,"2026-04-17 10:01:12"
"Frozen Crown Punjabi Chicken Samosa (10pcs) 750gm - Only Berlin Delivery","frozen crown punjabi chicken samosa (10pcs) 750gm - only berlin delivery","inactive",1,"2026-04-17 10:01:12"
"Frozen Crown Punjabi Paneer Tikka Samosa (10 pcs) 700gm - Only Berlin Delivery","frozen crown punjabi paneer tikka samosa (10 pcs) 700gm - only berlin delivery","inactive",1,"2026-04-17 10:01:12"
"Frozen Crown Roasted Hot Chicken Wings 1kg - Only Berlin Delivery","frozen crown roasted hot chicken wings 1kg - only berlin delivery","inactive",1,"2026-04-17 10:01:12"
"Frozen Crown Tandoori Plain Naan (5pcs) 460gm - Only Berlin Delivery","frozen crown tandoori plain naan (5pcs) 460gm - only berlin delivery","inactive",1,"2026-04-17 10:01:12"
